2022-05-30 09:08:01,563 - root - INFO - Use Cuda.
2022-05-30 09:08:01,564 - root - INFO - Namespace(balance_data=False, base_net=None, base_net_lr=None, batch_size=32, checkpoint_folder='models/crowdnew', dataset_type='voc', datasets=['CrowdHuman'], debug_steps=100, extra_layers_lr=None, freeze_base_net=False, freeze_net=False, gamma=0.1, gpu='3', loss='smoothl1', lr=0.001, mb2_width_mult=1.0, milestones='100,140', momentum=0.9, net='mb1-ssd-lite-025extra', num_epochs=160, num_workers=0, optimizer='SGD', pretrained_ssd=None, resume='models/crowdnew/mb1-ssd-lite-025extra-Epoch-5-Loss-4.663573455810547.pth', scheduler='multi-step', t_max=120, use_cuda=True, validation_dataset='CrowdHuman', validation_epochs=5, weight_decay=0.0005, width_mult=0.25)
2022-05-30 09:08:01,566 - root - INFO - Prepare training datasets.
2022-05-30 09:08:01,571 - root - INFO - No labels file, using default VOC classes.
2022-05-30 09:08:01,579 - root - INFO - Stored labels into file models/crowdnew/voc-model-labels.txt.
2022-05-30 09:08:01,580 - root - INFO - Train dataset size: 17821
2022-05-30 09:08:01,580 - root - INFO - Prepare Validation datasets.
2022-05-30 09:08:01,581 - root - INFO - No labels file, using default VOC classes.
2022-05-30 09:08:01,581 - root - INFO - validation dataset size: 1549
2022-05-30 09:08:01,581 - root - INFO - Build network.
2022-05-30 09:08:01,602 - root - INFO - Resume from the model models/crowdnew/mb1-ssd-lite-025extra-Epoch-5-Loss-4.663573455810547.pth
2022-05-30 09:08:01,633 - root - INFO - Took 0.03 seconds to load the model.
2022-05-30 09:08:05,116 - root - INFO - Learning rate: 0.001, Base net learning rate: 0.001, Extra Layers learning rate: 0.001.
2022-05-30 09:08:05,116 - root - INFO - Uses MultiStepLR scheduler.
2022-05-30 09:08:05,117 - root - INFO - Start training from epoch 0.
2022-05-30 09:17:24,504 - root - INFO - Epoch: 0, Step: 100, Average Loss: 4.6867, Average Regression Loss 2.5473, Average Classification Loss: 2.1394
2022-05-30 09:26:00,142 - root - INFO - Epoch: 0, Step: 200, Average Loss: 4.6330, Average Regression Loss 2.5106, Average Classification Loss: 2.1223
2022-05-30 09:34:57,487 - root - INFO - Epoch: 0, Step: 300, Average Loss: 4.6036, Average Regression Loss 2.4850, Average Classification Loss: 2.1186
2022-05-30 09:43:16,548 - root - INFO - Epoch: 0, Step: 400, Average Loss: 4.6008, Average Regression Loss 2.4793, Average Classification Loss: 2.1215
2022-05-30 09:51:32,689 - root - INFO - Epoch: 0, Step: 500, Average Loss: 4.6072, Average Regression Loss 2.4919, Average Classification Loss: 2.1153
2022-05-30 09:57:49,566 - root - INFO - Epoch: 0, Validation Loss: 4.6633, Validation Regression Loss 2.5673, Validation Classification Loss: 2.0960
2022-05-30 09:57:49,685 - root - INFO - Saved model models/crowdnew/mb1-ssd-lite-025extra-Epoch-0-Loss-4.6632867151377155.pth
2022-05-30 10:06:24,233 - root - INFO - Epoch: 1, Step: 100, Average Loss: 4.6613, Average Regression Loss 2.5128, Average Classification Loss: 2.1485
2022-05-30 10:14:58,732 - root - INFO - Epoch: 1, Step: 200, Average Loss: 4.5862, Average Regression Loss 2.4633, Average Classification Loss: 2.1229
2022-05-30 10:23:43,289 - root - INFO - Epoch: 1, Step: 300, Average Loss: 4.6854, Average Regression Loss 2.5637, Average Classification Loss: 2.1217
2022-05-30 10:32:27,033 - root - INFO - Epoch: 1, Step: 400, Average Loss: 4.6768, Average Regression Loss 2.5560, Average Classification Loss: 2.1208
2022-05-30 10:41:17,027 - root - INFO - Epoch: 1, Step: 500, Average Loss: 4.6624, Average Regression Loss 2.5414, Average Classification Loss: 2.1209
2022-05-30 10:54:57,779 - root - INFO - Epoch: 2, Step: 100, Average Loss: 4.6804, Average Regression Loss 2.5458, Average Classification Loss: 2.1346
2022-05-30 11:04:04,512 - root - INFO - Epoch: 2, Step: 200, Average Loss: 4.6176, Average Regression Loss 2.4980, Average Classification Loss: 2.1196
