2022-05-31 01:03:36,548 - root - INFO - Use Cuda.
2022-05-31 01:03:36,549 - root - INFO - Namespace(balance_data=False, base_net=None, base_net_lr=None, batch_size=32, checkpoint_folder='models/crowdnew', dataset_type='voc', datasets=['CrowdHuman'], debug_steps=100, extra_layers_lr=None, freeze_base_net=False, freeze_net=False, gamma=0.1, gpu='3', loss='smoothl1', lr=0.1, mb2_width_mult=1.0, milestones='60,150', momentum=0.9, net='mb1-ssd-lite-025extra', num_epochs=200, num_workers=0, optimizer='SGD', pretrained_ssd=None, resume=None, scheduler='multi-step', t_max=120, use_cuda=True, validation_dataset='CrowdHuman', validation_epochs=5, weight_decay=0.0005, width_mult=0.25)
2022-05-31 01:03:36,550 - root - INFO - Prepare training datasets.
2022-05-31 01:03:36,556 - root - INFO - No labels file, using default VOC classes.
2022-05-31 01:03:36,576 - root - INFO - Stored labels into file models/crowdnew/voc-model-labels.txt.
2022-05-31 01:03:36,577 - root - INFO - Train dataset size: 17821
2022-05-31 01:03:36,577 - root - INFO - Prepare Validation datasets.
2022-05-31 01:03:36,579 - root - INFO - No labels file, using default VOC classes.
2022-05-31 01:03:36,579 - root - INFO - validation dataset size: 1549
2022-05-31 01:03:36,579 - root - INFO - Build network.
2022-05-31 01:03:36,604 - root - INFO - Took 0.00 seconds to load the model.
2022-05-31 01:03:40,098 - root - INFO - Learning rate: 0.1, Base net learning rate: 0.1, Extra Layers learning rate: 0.1.
2022-05-31 01:03:40,099 - root - INFO - Uses MultiStepLR scheduler.
2022-05-31 01:03:40,101 - root - INFO - Start training from epoch 0.
2022-05-31 01:25:54,693 - root - INFO - Epoch: 0, Step: 100, Average Loss: 7.6646, Average Regression Loss 5.1420, Average Classification Loss: 2.5226
2022-05-31 01:50:25,063 - root - INFO - Epoch: 0, Step: 200, Average Loss: 6.8991, Average Regression Loss 4.5685, Average Classification Loss: 2.3306
2022-05-31 02:14:51,898 - root - INFO - Epoch: 0, Step: 300, Average Loss: 6.7104, Average Regression Loss 4.3959, Average Classification Loss: 2.3146
2022-05-31 02:39:39,923 - root - INFO - Epoch: 0, Step: 400, Average Loss: 6.5583, Average Regression Loss 4.2399, Average Classification Loss: 2.3184
2022-05-31 03:04:19,965 - root - INFO - Epoch: 0, Step: 500, Average Loss: 6.5994, Average Regression Loss 4.2818, Average Classification Loss: 2.3177
2022-05-31 03:27:27,717 - root - INFO - Epoch: 0, Validation Loss: 6.8401, Validation Regression Loss 4.5383, Validation Classification Loss: 2.3017
2022-05-31 03:27:27,821 - root - INFO - Saved model models/crowdnew/mb1-ssd-lite-025extra-Epoch-0-Loss-6.840058881409314.pth
2022-05-31 03:53:01,326 - root - INFO - Epoch: 1, Step: 100, Average Loss: 6.4138, Average Regression Loss 4.0851, Average Classification Loss: 2.3287
2022-05-31 04:17:27,806 - root - INFO - Epoch: 1, Step: 200, Average Loss: 6.3155, Average Regression Loss 4.0074, Average Classification Loss: 2.3082
2022-05-31 04:43:54,051 - root - INFO - Epoch: 1, Step: 300, Average Loss: 6.2286, Average Regression Loss 3.9304, Average Classification Loss: 2.2982
2022-05-31 05:08:06,716 - root - INFO - Epoch: 1, Step: 400, Average Loss: 6.1236, Average Regression Loss 3.8335, Average Classification Loss: 2.2901
2022-05-31 05:32:53,199 - root - INFO - Epoch: 1, Step: 500, Average Loss: 6.1213, Average Regression Loss 3.8328, Average Classification Loss: 2.2885
2022-05-31 06:11:43,593 - root - INFO - Epoch: 2, Step: 100, Average Loss: 6.0242, Average Regression Loss 3.7212, Average Classification Loss: 2.3030
2022-05-31 06:36:07,351 - root - INFO - Epoch: 2, Step: 200, Average Loss: 5.9557, Average Regression Loss 3.6740, Average Classification Loss: 2.2817
2022-05-31 07:00:43,933 - root - INFO - Epoch: 2, Step: 300, Average Loss: 5.9669, Average Regression Loss 3.6899, Average Classification Loss: 2.2770
2022-05-31 07:25:54,699 - root - INFO - Epoch: 2, Step: 400, Average Loss: 5.9973, Average Regression Loss 3.7211, Average Classification Loss: 2.2762
2022-05-31 07:43:40,612 - root - INFO - Epoch: 2, Step: 500, Average Loss: 5.9192, Average Regression Loss 3.6460, Average Classification Loss: 2.2732
2022-05-31 07:57:45,388 - root - INFO - Epoch: 3, Step: 100, Average Loss: 5.9777, Average Regression Loss 3.6844, Average Classification Loss: 2.2933
2022-05-31 08:06:38,740 - root - INFO - Epoch: 3, Step: 200, Average Loss: 5.8256, Average Regression Loss 3.5556, Average Classification Loss: 2.2701
2022-05-31 08:15:11,375 - root - INFO - Epoch: 3, Step: 300, Average Loss: 5.8471, Average Regression Loss 3.5786, Average Classification Loss: 2.2685
2022-05-31 08:24:10,025 - root - INFO - Epoch: 3, Step: 400, Average Loss: 5.8686, Average Regression Loss 3.6012, Average Classification Loss: 2.2673
2022-05-31 08:32:36,908 - root - INFO - Epoch: 3, Step: 500, Average Loss: 5.8008, Average Regression Loss 3.5309, Average Classification Loss: 2.2699
2022-05-31 08:46:26,310 - root - INFO - Epoch: 4, Step: 100, Average Loss: 5.8451, Average Regression Loss 3.5586, Average Classification Loss: 2.2865
2022-05-31 08:55:15,454 - root - INFO - Epoch: 4, Step: 200, Average Loss: 5.7300, Average Regression Loss 3.4715, Average Classification Loss: 2.2586
2022-05-31 09:04:09,673 - root - INFO - Epoch: 4, Step: 300, Average Loss: 5.7856, Average Regression Loss 3.5250, Average Classification Loss: 2.2606
2022-05-31 09:13:04,740 - root - INFO - Epoch: 4, Step: 400, Average Loss: 5.7322, Average Regression Loss 3.4758, Average Classification Loss: 2.2563
2022-05-31 09:21:15,641 - root - INFO - Epoch: 4, Step: 500, Average Loss: 5.7843, Average Regression Loss 3.5272, Average Classification Loss: 2.2571
2022-05-31 09:35:20,082 - root - INFO - Epoch: 5, Step: 100, Average Loss: 5.8344, Average Regression Loss 3.5522, Average Classification Loss: 2.2822
2022-05-31 09:43:54,662 - root - INFO - Epoch: 5, Step: 200, Average Loss: 5.7155, Average Regression Loss 3.4640, Average Classification Loss: 2.2515
2022-05-31 09:52:41,922 - root - INFO - Epoch: 5, Step: 300, Average Loss: 5.7845, Average Regression Loss 3.5279, Average Classification Loss: 2.2566
2022-05-31 10:01:21,677 - root - INFO - Epoch: 5, Step: 400, Average Loss: 5.6707, Average Regression Loss 3.4242, Average Classification Loss: 2.2465
2022-05-31 10:10:08,985 - root - INFO - Epoch: 5, Step: 500, Average Loss: 5.6546, Average Regression Loss 3.4059, Average Classification Loss: 2.2487
2022-05-31 10:15:58,529 - root - INFO - Epoch: 5, Validation Loss: 6.0844, Validation Regression Loss 3.8395, Validation Classification Loss: 2.2450
2022-05-31 10:15:58,562 - root - INFO - Saved model models/crowdnew/mb1-ssd-lite-025extra-Epoch-5-Loss-6.0844120784681675.pth
2022-05-31 10:25:27,208 - root - INFO - Epoch: 6, Step: 100, Average Loss: 5.7155, Average Regression Loss 3.4477, Average Classification Loss: 2.2677
2022-05-31 10:34:04,903 - root - INFO - Epoch: 6, Step: 200, Average Loss: 5.6697, Average Regression Loss 3.4251, Average Classification Loss: 2.2446
2022-05-31 10:42:45,266 - root - INFO - Epoch: 6, Step: 300, Average Loss: 5.7666, Average Regression Loss 3.5202, Average Classification Loss: 2.2464
2022-05-31 10:51:33,305 - root - INFO - Epoch: 6, Step: 400, Average Loss: 5.6170, Average Regression Loss 3.3745, Average Classification Loss: 2.2425
2022-05-31 11:00:13,105 - root - INFO - Epoch: 6, Step: 500, Average Loss: 5.5758, Average Regression Loss 3.3328, Average Classification Loss: 2.2430
2022-05-31 11:14:08,112 - root - INFO - Epoch: 7, Step: 100, Average Loss: 5.6671, Average Regression Loss 3.4055, Average Classification Loss: 2.2616
2022-05-31 11:23:06,861 - root - INFO - Epoch: 7, Step: 200, Average Loss: 5.6185, Average Regression Loss 3.3830, Average Classification Loss: 2.2356
2022-05-31 11:32:00,155 - root - INFO - Epoch: 7, Step: 300, Average Loss: 5.5963, Average Regression Loss 3.3538, Average Classification Loss: 2.2425
2022-05-31 11:40:32,125 - root - INFO - Epoch: 7, Step: 400, Average Loss: 5.6301, Average Regression Loss 3.3874, Average Classification Loss: 2.2427
2022-05-31 11:49:36,603 - root - INFO - Epoch: 7, Step: 500, Average Loss: 5.5963, Average Regression Loss 3.3623, Average Classification Loss: 2.2340
2022-05-31 12:02:53,305 - root - INFO - Epoch: 8, Step: 100, Average Loss: 5.7107, Average Regression Loss 3.4450, Average Classification Loss: 2.2658
2022-05-31 12:11:58,119 - root - INFO - Epoch: 8, Step: 200, Average Loss: 5.6268, Average Regression Loss 3.3846, Average Classification Loss: 2.2422
2022-05-31 12:21:04,240 - root - INFO - Epoch: 8, Step: 300, Average Loss: 5.5982, Average Regression Loss 3.3605, Average Classification Loss: 2.2377
2022-05-31 12:29:48,536 - root - INFO - Epoch: 8, Step: 400, Average Loss: 5.5563, Average Regression Loss 3.3221, Average Classification Loss: 2.2342
2022-05-31 12:38:26,412 - root - INFO - Epoch: 8, Step: 500, Average Loss: 5.6278, Average Regression Loss 3.3953, Average Classification Loss: 2.2325
2022-05-31 12:51:54,792 - root - INFO - Epoch: 9, Step: 100, Average Loss: 5.6048, Average Regression Loss 3.3540, Average Classification Loss: 2.2509
2022-05-31 13:00:28,849 - root - INFO - Epoch: 9, Step: 200, Average Loss: 5.5293, Average Regression Loss 3.2946, Average Classification Loss: 2.2347
2022-05-31 13:09:11,681 - root - INFO - Epoch: 9, Step: 300, Average Loss: 5.5521, Average Regression Loss 3.3218, Average Classification Loss: 2.2304
2022-05-31 13:17:46,199 - root - INFO - Epoch: 9, Step: 400, Average Loss: 5.5863, Average Regression Loss 3.3549, Average Classification Loss: 2.2313
2022-05-31 13:26:38,245 - root - INFO - Epoch: 9, Step: 500, Average Loss: 5.5201, Average Regression Loss 3.2878, Average Classification Loss: 2.2323
