2022-05-25 09:56:57,595 - root - INFO - Use Cuda.
2022-05-25 09:56:57,596 - root - INFO - Namespace(balance_data=False, base_net='mobilenet_v1_size_224_alpha_0.25_top.pth', base_net_lr=None, batch_size=8, checkpoint_folder='models/crowdAdam', dataset_type='voc', datasets=['CrowdHuman'], debug_steps=100, extra_layers_lr=None, freeze_base_net=False, freeze_net=False, gamma=0.1, gpu='4', loss='smoothl1', lr=0.001, mb2_width_mult=1.0, milestones='80,100', momentum=0.9, net='mb1-ssd-lite-025extra', num_epochs=300, num_workers=4, optimizer='SGD', pretrained_ssd=None, resume=None, scheduler='cosine', t_max=300.0, use_cuda=True, validation_dataset='CrowdHuman', validation_epochs=5, weight_decay=0.0005, width_mult=0.25)
2022-05-25 09:56:57,598 - root - INFO - Prepare training datasets.
2022-05-25 09:56:57,608 - root - INFO - No labels file, using default VOC classes.
2022-05-25 09:56:57,635 - root - INFO - Stored labels into file models/crowdAdam/voc-model-labels.txt.
2022-05-25 09:56:57,636 - root - INFO - Train dataset size: 4140
2022-05-25 09:56:57,636 - root - INFO - Prepare Validation datasets.
2022-05-25 09:56:57,637 - root - INFO - No labels file, using default VOC classes.
2022-05-25 09:56:57,637 - root - INFO - validation dataset size: 360
2022-05-25 09:56:57,637 - root - INFO - Build network.
2022-05-25 09:56:57,658 - root - INFO - Init from base net mobilenet_v1_size_224_alpha_0.25_top.pth
2022-05-25 09:56:57,668 - root - INFO - Took 0.01 seconds to load the model.
2022-05-25 09:57:01,559 - root - INFO - Learning rate: 0.001, Base net learning rate: 0.001, Extra Layers learning rate: 0.001.
2022-05-25 09:57:01,560 - root - INFO - Uses CosineAnnealingLR scheduler.
2022-05-25 09:57:01,560 - root - INFO - Start training from epoch 0.
2022-05-25 09:57:49,579 - root - INFO - Epoch: 0, Step: 100, Average Loss: 8.5874, Average Regression Loss 5.6323, Average Classification Loss: 2.9551
2022-05-25 09:58:28,222 - root - INFO - Epoch: 0, Step: 200, Average Loss: 8.3833, Average Regression Loss 5.7407, Average Classification Loss: 2.6426
2022-05-25 09:59:15,684 - root - INFO - Epoch: 0, Step: 300, Average Loss: 8.4899, Average Regression Loss 5.9661, Average Classification Loss: 2.5239
2022-05-25 10:00:01,806 - root - INFO - Epoch: 0, Step: 400, Average Loss: 8.2131, Average Regression Loss 5.7655, Average Classification Loss: 2.4477
2022-05-25 10:00:41,864 - root - INFO - Epoch: 0, Step: 500, Average Loss: 8.0477, Average Regression Loss 5.6520, Average Classification Loss: 2.3958
2022-05-25 10:00:55,371 - root - INFO - Epoch: 0, Validation Loss: 7.7669, Validation Regression Loss 5.4051, Validation Classification Loss: 2.3619
2022-05-25 10:00:55,464 - root - INFO - Saved model models/crowdAdam/mb1-ssd-lite-025extra-Epoch-0-Loss-7.766927909851074.pth
2022-05-25 10:01:38,002 - root - INFO - Epoch: 1, Step: 100, Average Loss: 7.9911, Average Regression Loss 5.6103, Average Classification Loss: 2.3808
2022-05-25 10:02:23,829 - root - INFO - Epoch: 1, Step: 200, Average Loss: 7.4688, Average Regression Loss 5.1384, Average Classification Loss: 2.3304
2022-05-25 10:03:01,083 - root - INFO - Epoch: 1, Step: 300, Average Loss: 7.4731, Average Regression Loss 5.1592, Average Classification Loss: 2.3138
2022-05-25 10:03:44,769 - root - INFO - Epoch: 1, Step: 400, Average Loss: 7.2635, Average Regression Loss 4.9635, Average Classification Loss: 2.2999
2022-05-25 10:04:23,692 - root - INFO - Epoch: 1, Step: 500, Average Loss: 7.2956, Average Regression Loss 5.0051, Average Classification Loss: 2.2905
2022-05-25 10:05:09,338 - root - INFO - Epoch: 2, Step: 100, Average Loss: 7.1345, Average Regression Loss 4.8281, Average Classification Loss: 2.3064
2022-05-25 10:05:53,609 - root - INFO - Epoch: 2, Step: 200, Average Loss: 7.4518, Average Regression Loss 5.1742, Average Classification Loss: 2.2775
2022-05-25 10:06:40,630 - root - INFO - Epoch: 2, Step: 300, Average Loss: 7.0851, Average Regression Loss 4.8126, Average Classification Loss: 2.2725
2022-05-25 10:07:23,575 - root - INFO - Epoch: 2, Step: 400, Average Loss: 7.0401, Average Regression Loss 4.7689, Average Classification Loss: 2.2712
2022-05-25 10:08:13,177 - root - INFO - Epoch: 2, Step: 500, Average Loss: 6.9983, Average Regression Loss 4.7303, Average Classification Loss: 2.2680
2022-05-25 10:09:07,795 - root - INFO - Epoch: 3, Step: 100, Average Loss: 7.0696, Average Regression Loss 4.7814, Average Classification Loss: 2.2882
2022-05-25 10:09:53,708 - root - INFO - Epoch: 3, Step: 200, Average Loss: 7.0666, Average Regression Loss 4.8026, Average Classification Loss: 2.2640
2022-05-25 10:10:31,128 - root - INFO - Epoch: 3, Step: 300, Average Loss: 6.7163, Average Regression Loss 4.4524, Average Classification Loss: 2.2639
2022-05-25 10:11:20,143 - root - INFO - Epoch: 3, Step: 400, Average Loss: 6.8921, Average Regression Loss 4.6300, Average Classification Loss: 2.2621
2022-05-25 10:12:05,829 - root - INFO - Epoch: 3, Step: 500, Average Loss: 6.8040, Average Regression Loss 4.5425, Average Classification Loss: 2.2615
2022-05-25 10:12:55,461 - root - INFO - Epoch: 4, Step: 100, Average Loss: 6.7972, Average Regression Loss 4.5138, Average Classification Loss: 2.2834
2022-05-25 10:13:37,757 - root - INFO - Epoch: 4, Step: 200, Average Loss: 6.9360, Average Regression Loss 4.6761, Average Classification Loss: 2.2600
2022-05-25 10:14:20,057 - root - INFO - Epoch: 4, Step: 300, Average Loss: 6.7335, Average Regression Loss 4.4740, Average Classification Loss: 2.2595
2022-05-25 10:15:02,668 - root - INFO - Epoch: 4, Step: 400, Average Loss: 6.8044, Average Regression Loss 4.5447, Average Classification Loss: 2.2597
2022-05-25 10:15:50,603 - root - INFO - Epoch: 4, Step: 500, Average Loss: 6.6750, Average Regression Loss 4.4158, Average Classification Loss: 2.2592
2022-05-25 10:16:39,609 - root - INFO - Epoch: 5, Step: 100, Average Loss: 6.7216, Average Regression Loss 4.4404, Average Classification Loss: 2.2812
